1367,41.83,1.148,0.42853,6.9428,2.09,1
7459,32.658,34.135,0.33938,28.232,1.713,1
818,37.551,7.4968,0.3237,14.408,2.5,1
782,35.019,12.868,0.49651,23.85,2.5,1
8197,36.812,13.305,0.33433,28.522,2.8049,1
2026,32.205,6.8493,0.37897,21.172,3.0682,1
39580,26.504,31.623,0.30912,27.091,1.5464,1
2567,27.292,23.584,0.44643,29.074,2.7174,1
88769,28.191,46.18,0.16582,37.119,1.6234,1
19622,30.05,32.263,0.22067,19.492,1.125,1
24553,30.204,15.632,0.33597,40.854,2.4167,1
23321,27.106,9.0079,0.25702,24.786,1.5761,1
11247,36.603,4.3946,0.1459,19.819,3.8021,1
6351,37.631,1.8361,0.36003,17.306,2.0781,1
2.12E+05,28.915,20.366,0.15198,23.472,2.5426,1
1.75E+05,25.96,42.071,0.16216,28.696,2.2903,1
22684,31.263,10.811,0.25028,16.023,2.0762,1
28942,40.943,12.29,0.11805,42.97,3.2173,1
15536,39.491,18.698,0.18996,25.869,1.8001,1
7165,25.744,4.2131,0.40371,11.82,1.1498,1
27900,33,6.5728,0.29923,19.93,1.0571,1
995,26.345,4.4611,0.17215,7.9731,1.548,1
59088,30.76,11.563,0.3367,29.341,1.6055,1
1799,32.839,16.75,0.21048,17.435,1.5647,1
636,21.327,0.69178,0.38221,2.8218,1.9,1
32293,28.726,20.645,0.15888,6.4754,1.7168,1
7988,39.084,1.9393,0.37538,20.752,2.2488,1
819,26.336,1.4807,0.24728,4.9964,1.9565,1
1105,29.213,0.89504,0.34639,5.0492,2.514,1
22861,32.128,10.576,0.32884,19.737,2.3072,1
1184,18.104,0.97823,0.24163,6.0901,1.3571,1
12051,28.477,39.428,0.29657,32.924,1.7063,1
1552,36.562,3.9717,0.47549,10.499,1.3481,1
53956,32.786,7.1749,0.29044,22.268,1.8568,1
9202,37.07,8.1889,0.12797,18.446,1.798,1
4472,41.145,6.9762,0.19418,22.747,1.8617,1
2609,37.044,3.7604,0.28309,15.14,1.4274,1
23706,35.6,14.987,0.13495,34.414,6.5566,1
14301,27.023,10.704,0.17325,18.146,2.2846,1
11752,16.002,7.6505,0.16277,22.39,2.1691,1
6234,33.505,9.6879,0.17462,26.737,2.451,1
1510,32.592,23.351,0.36316,22.122,2.619,1
1039,34.426,14.504,0.078356,43.533,2.2865,1
1355,37.296,3.8556,0.18383,20.117,3.2473,1
19425,34.46,15.117,0.18457,24.516,1.701,1
6698,33.326,5.955,0.38833,16.687,1.6327,1
1.22E+05,33.092,9.9088,0.16366,29.99,2.1455,1
2237,34.035,3.6183,0.30262,20.473,1.249,1
2.59E+05,10.728,16.041,0.15477,44.483,5.5102,1
6150,17.315,74.54,0.11651,14.952,1.6813,1
595,34.444,11.272,0.58333,15.497,3.5417,1
3244,41.647,19.925,0.26832,22.946,1.9872,1
19495,30.695,9.455,0.28866,26.539,2.0896,1
4158,39.509,1.135,0.27373,14.558,1.5816,1
12343,36.941,11.599,0.25187,15.104,2.5544,1
3803,33.917,5.5864,0.47366,14.429,2.1071,1
8633,33.336,14.273,0.35498,31.406,3.314,1
1116,21.884,2.7714,0.25549,6.2512,1.4311,1
6230,34.587,6.1173,0.28347,26.232,1.6031,1
12319,25.554,45.8,0.31589,29.796,1.4919,1
6900,8.0307,4.4802,0.2519,20.717,2.85,1
5743,37.844,3.9375,0.25136,18.437,1.5686,1
12219,33.292,20.85,0.3333,31.111,1.8548,1
24302,22.566,70.963,0.1579,37.618,3.5656,1
15439,33.982,24.708,0.32265,26.398,1.8085,1
19566,35.569,12.973,0.27921,23.278,1.6549,1
3515,35.198,7.2171,0.21459,21.219,2.0243,1
11309,24.481,9.2978,0.23861,20.129,1.2667,1
19500,39.075,6.0404,0.25391,16.692,2.0525,1
964,31.435,2.3495,0.3191,9.403,2.0836,1
31314,37.948,25.125,0.22789,37.566,1.6,1
61329,29.256,33.944,0.18469,38.238,2.0766,1
34251,35.848,7.5923,0.19108,29.665,2.9487,1
4915,36.737,5.9961,0.28208,23.745,1.875,1
842,38.758,1.9057,0.23467,11.06,2.2115,1
3842,33.548,15.957,0.37964,20.937,1.3068,1
